date,crop_name,region,district,market_arrival,price_per_quintal,weather_temp,rainfall_mm,humidity_pct,season,festival_flag,holiday_flag,fuel_price,transport_cost,crop_yield,shelf_life_days,demand_estimate,supply_gap,spoilage_risk,crop
2025-01-10,Maize,Andhra Pradesh,Kurnool,282.09,6314.64,22.7,14.2,32.4,Rabi,0,0,99.42,374.1,3232,180,1212,-929.91,0,Chickpea
2024-11-20,Turmeric,Telangana,Khammam,198.49,7044.49,30.6,26.0,48.7,Rabi,0,0,95.14,383.0,4926,365,1106,-907.51,0,Mustard
2024-08-05,Cabbage,Maharashtra,Pune,169.59,8346.46,35.9,192.4,62.0,Kharif,0,0,103.18,399.2,5000,7,1241,-1071.41,1,Maize
2024-12-19,Cabbage,Maharashtra,Pune,64.95,13387.81,29.1,13.9,53.3,Rabi,0,0,105.5,472.7,5000,7,1281,-1216.05,0,Chickpea
2024-07-13,Turmeric,Telangana,Khammam,208.9,7229.18,35.3,132.2,58.6,Kharif,0,0,104.62,397.7,5000,365,1197,-988.1,0,Rice
2024-09-02,Tomato,Karnataka,Tumakuru,104.64,9605.82,28.5,74.6,65.5,Kharif,0,0,95.92,363.6,5000,5,1062,-957.36,0,Cotton
2024-11-15,Potato,Tamil Nadu,Madurai,432.93,6151.08,27.2,20.6,62.2,Rabi,1,0,98.93,455.5,5000,60,1752,-1319.07,0,Chickpea
2024-11-20,Turmeric,Karnataka,Tumakuru,111.49,10395.52,24.6,35.1,60.4,Rabi,0,0,105.73,461.2,3944,365,1357,-1245.51,0,Barley
2024-10-08,Rice,Tamil Nadu,Chennai,311.15,5658.18,32.8,195.6,80.6,Kharif,0,0,106.09,403.2,2994,365,1246,-934.85,0,Groundnut
2025-06-19,Brinjal,Andhra Pradesh,Krishna,27.62,20160.4,36.5,157.7,62.0,Summer,0,0,99.06,402.6,5000,5,1235,-1207.38,1,Watermelon
2024-09-23,Rice,Andhra Pradesh,Vijayawada,30.38,18649.32,41.5,97.8,67.5,Kharif,0,0,99.14,406.5,2698,365,1155,-1124.62,0,Cotton
2024-10-05,Potato,Andhra Pradesh,Nellore,271.62,7595.67,36.7,137.0,61.1,Kharif,0,0,89.35,403.0,5000,60,1613,-1341.38,0,Rice
2024-08-18,Potato,Telangana,Khammam,31.68,21584.9,41.8,63.1,60.7,Kharif,0,1,90.67,364.6,5000,60,1634,-1602.32,0,Groundnut
2025-05-09,Rice,Maharashtra,Nashik,84.95,12342.32,39.1,19.9,49.4,Summer,0,0,101.53,402.9,1822,365,1409,-1324.05,0,Cucumber
2025-01-25,Wheat,Karnataka,Bengaluru Rural,8.67,30212.97,24.4,16.6,59.0,Rabi,0,0,104.14,453.7,4327,365,866,-857.33,0,Wheat
2025-04-07,Cabbage,Andhra Pradesh,Guntur,129.99,12584.78,33.2,5.2,47.8,Summer,0,0,91.02,386.7,5000,7,2202,-2072.01,0,Watermelon
2024-11-07,Rice,Maharashtra,Pune,151.24,8233.14,21.2,19.5,35.3,Rabi,0,0,95.14,419.4,1657,365,1184,-1032.76,0,Wheat
2024-11-07,Cabbage,Tamil Nadu,Salem,122.02,8513.17,25.5,31.4,61.2,Rabi,0,0,109.02,472.4,5000,7,1022,-899.98,0,Chickpea
2025-06-02,Potato,Andhra Pradesh,Nellore,244.84,7975.04,28.5,182.3,73.5,Summer,0,0,102.02,436.4,5000,60,1647,-1402.16,0,Vegetables
2025-05-20,Potato,Andhra Pradesh,Visakhapatnam,23.41,24479.18,33.8,10.4,29.5,Summer,0,0,104.22,430.9,5000,60,1522,-1498.59,0,Watermelon
2024-11-02,Cabbage,Andhra Pradesh,Nellore,84.15,12114.83,20.9,0.5,63.5,Rabi,1,0,104.23,416.6,5000,7,1331,-1246.85,0,Wheat
2024-06-22,Chilli,Maharashtra,Aurangabad,12.3,31278.23,37.3,53.3,62.0,Summer,0,0,90.16,395.0,2376,180,1336,-1323.7,0,Cucumber
2025-05-05,Chilli,Andhra Pradesh,Nellore,212.5,8294.42,40.5,7.6,31.2,Summer,0,0,90.67,392.7,1491,180,1725,-1512.5,0,Watermelon
2025-04-28,Chilli,Andhra Pradesh,Kurnool,157.98,7827.12,33.5,19.4,49.0,Summer,0,0,94.44,438.7,1760,180,1186,-1028.02,0,Cucumber
2025-02-06,Rice,Tamil Nadu,Madurai,105.97,9755.82,21.5,13.5,62.5,Rabi,0,0,92.94,378.8,2514,365,1129,-1023.03,0,Mustard
2025-04-22,Maize,Telangana,Khammam,223.59,7649.54,44.3,4.8,28.6,Summer,0,0,92.34,423.0,2770,180,1550,-1326.41,0,Cucumber
2024-08-30,Brinjal,Karnataka,Hassan,218.42,6362.25,38.6,102.9,88.7,Kharif,0,0,104.03,454.0,5000,5,1014,-795.58,1,Maize
2025-03-03,Maize,Tamil Nadu,Salem,61.19,13836.68,31.8,37.5,31.5,Summer,0,0,91.63,352.6,3352,180,1280,-1218.81,0,Vegetables
2025-06-10,Cabbage,Karnataka,Mysuru,137.35,9355.98,38.3,117.6,78.6,Summer,0,0,99.18,393.9,5000,7,1326,-1188.65,1,Vegetables
2024-10-04,Rice,Karnataka,Tumakuru,249.97,6179.93,36.9,157.0,61.4,Kharif,0,0,98.15,364.4,2768,365,1076,-826.03,0,Groundnut
2024-10-03,Maize,Maharashtra,Solapur,72.56,12014.01,39.2,56.7,77.2,Kharif,0,0,104.13,439.9,4619,180,1137,-1064.44,0,Cotton
2025-05-09,Turmeric,Karnataka,Bengaluru Urban,38.16,21856.0,39.7,0.1,47.8,Summer,0,0,88.78,397.8,2202,365,2058,-2019.84,0,Cucumber
2025-02-09,Chilli,Telangana,Khammam,179.95,7904.79,32.0,14.7,45.7,Rabi,0,1,103.89,463.4,1716,180,1257,-1077.05,0,Wheat
2024-09-17,Chilli,Karnataka,Mysuru,161.58,7829.63,37.7,20.6,79.8,Kharif,0,0,95.82,426.8,2033,180,1099,-937.42,0,Rice
2024-10-22,Cabbage,Karnataka,Hassan,193.98,7751.29,36.1,121.1,77.4,Kharif,0,0,101.28,435.4,5000,7,1213,-1019.02,1,Maize
2024-06-06,Brinjal,Telangana,Hyderabad,121.35,8209.67,35.0,33.9,57.3,Summer,0,0,95.35,424.4,5000,5,930,-808.65,0,Cucumber
2024-10-02,Turmeric,Tamil Nadu,Tiruppur,266.42,7448.88,32.6,98.1,58.5,Kharif,1,0,92.85,398.8,4939,365,1599,-1332.58,0,Rice
2025-06-24,Potato,Tamil Nadu,Salem,124.87,8696.43,36.9,161.4,59.7,Summer,0,0,97.02,435.2,5000,60,1086,-961.13,0,Vegetables
2025-01-16,Tomato,Andhra Pradesh,Krishna,205.18,8268.74,24.0,1.0,30.8,Rabi,0,0,106.3,416.6,5000,5,1433,-1227.82,0,Mustard
2024-09-22,Turmeric,Telangana,Karimnagar,176.97,8283.56,31.6,97.3,89.9,Kharif,0,1,106.52,409.6,5000,365,1299,-1122.03,0,Rice
2025-05-06,Cabbage,Karnataka,Tumakuru,26.96,19731.48,38.2,14.6,48.0,Summer,0,0,91.5,395.2,5000,7,1141,-1114.04,1,Watermelon
2025-03-11,Brinjal,Karnataka,Tumakuru,78.62,11999.73,31.5,2.8,32.0,Summer,0,0,94.21,373.3,5000,5,1210,-1131.38,0,Cucumber
2025-06-17,Brinjal,Karnataka,Mysuru,25.83,21879.27,34.3,159.8,57.6,Summer,0,0,98.73,368.6,5000,5,1391,-1365.17,0,Watermelon
2025-05-26,Maize,Karnataka,Mysuru,18.58,23824.71,37.2,18.0,25.7,Summer,0,0,102.6,465.8,2484,180,1170,-1151.42,0,Cucumber
2024-10-07,Potato,Andhra Pradesh,Visakhapatnam,156.31,9442.56,38.2,196.6,65.3,Kharif,0,0,102.39,396.2,5000,60,1535,-1378.69,0,Rice
2024-09-07,Chilli,Andhra Pradesh,Visakhapatnam,131.33,8390.84,36.5,82.9,59.6,Kharif,0,0,91.33,359.9,2110,180,1017,-885.67,0,Maize
2025-03-02,Onion,Telangana,Warangal,24.45,19442.49,30.3,28.9,32.4,Summer,0,1,103.57,431.4,5000,30,1039,-1014.55,0,Watermelon
2025-06-14,Maize,Karnataka,Hassan,139.36,8328.09,30.3,190.2,89.0,Summer,0,0,102.72,421.1,3838,180,1039,-899.64,0,Vegetables
2025-06-25,Brinjal,Maharashtra,Nagpur,89.42,11216.42,39.3,102.7,57.1,Summer,0,0,105.3,406.7,5000,5,1228,-1138.58,1,Watermelon
2024-07-22,Potato,Karnataka,Bengaluru Rural,125.69,10430.36,38.6,113.5,63.2,Kharif,0,0,107.31,474.7,5000,60,1549,-1423.31,0,Rice
2024-12-02,Onion,Karnataka,Bengaluru Urban,140.67,7949.43,26.5,19.9,33.7,Rabi,0,0,102.45,452.6,5000,30,1032,-891.33,0,Wheat
2025-05-29,Brinjal,Telangana,Karimnagar,146.02,8681.65,36.4,15.9,42.3,Summer,0,0,101.96,448.7,5000,5,1139,-992.98,1,Cucumber
2024-06-24,Tomato,Maharashtra,Nagpur,324.65,5803.33,39.1,77.0,89.3,Summer,0,0,107.94,422.7,5000,5,1282,-957.35,1,Watermelon
2025-05-24,Onion,Tamil Nadu,Chennai,310.42,6669.6,35.2,17.9,44.6,Summer,0,0,91.35,379.4,5000,30,1474,-1163.58,0,Cucumber
2024-06-07,Cabbage,Karnataka,Tumakuru,43.17,15227.78,41.5,95.2,94.4,Summer,0,0,102.69,436.5,5000,7,1116,-1072.83,1,Vegetables
2025-02-01,Maize,Karnataka,Bengaluru Rural,232.35,7198.86,21.9,0.5,49.6,Rabi,0,0,99.6,433.3,3359,180,1329,-1096.65,0,Wheat
2024-06-27,Wheat,Tamil Nadu,Chennai,43.11,19335.11,37.9,76.6,73.8,Summer,0,0,106.08,432.6,1289,365,1801,-1757.89,0,Vegetables
2024-07-04,Turmeric,Tamil Nadu,Chennai,129.17,9510.56,32.7,51.3,83.5,Kharif,0,0,106.17,400.7,5000,365,1316,-1186.83,0,Maize
2025-03-23,Tomato,Telangana,Warangal,293.84,6500.49,27.8,24.8,42.3,Summer,0,1,106.51,435.2,5000,5,1435,-1141.16,0,Vegetables
2025-03-16,Wheat,Andhra Pradesh,Guntur,264.52,6778.8,28.1,13.0,54.0,Summer,0,1,89.53,349.1,4657,365,1298,-1033.48,0,Cucumber
2024-07-31,Brinjal,Tamil Nadu,Tiruppur,135.37,10006.72,37.7,112.3,67.2,Kharif,0,0,92.68,347.4,5000,5,1478,-1342.63,1,Groundnut
2025-04-02,Cabbage,Telangana,Nizamabad,132.86,9717.32,43.5,15.3,48.7,Summer,0,0,102.63,402.6,5000,7,1363,-1230.14,1,Vegetables
2024-12-12,Maize,Tamil Nadu,Madurai,44.07,16526.82,25.5,34.6,49.1,Rabi,0,0,96.37,445.2,2963,180,1325,-1280.93,0,Mustard
2025-03-29,Turmeric,Karnataka,Hassan,218.2,6807.83,28.9,36.7,39.8,Summer,0,0,106.88,420.4,4193,365,1145,-926.8,0,Cucumber
2025-04-14,Tomato,Maharashtra,Pune,131.6,9545.17,43.0,5.6,51.2,Summer,1,0,90.48,400.0,5000,5,1367,-1235.4,1,Cucumber
2025-06-26,Potato,Telangana,Karimnagar,13.44,28529.21,28.2,104.4,67.1,Summer,0,0,101.16,400.8,5000,60,1226,-1212.56,0,Watermelon
2025-05-05,Rice,Telangana,Warangal,9.9,36365.05,43.7,3.7,27.4,Summer,0,0,93.27,418.0,1268,365,1456,-1446.1,0,Vegetables
2024-08-28,Brinjal,Andhra Pradesh,Guntur,274.6,6254.06,28.9,169.6,79.0,Kharif,0,0,90.53,345.3,5000,5,1135,-860.4,0,Cotton
2024-06-02,Turmeric,Tamil Nadu,Tiruppur,153.36,8802.94,35.2,97.5,67.7,Summer,0,1,97.56,431.1,5000,365,1275,-1121.64,0,Watermelon
2025-01-27,Wheat,Andhra Pradesh,Guntur,124.35,9697.44,27.3,25.3,50.7,Rabi,0,0,103.46,403.5,4509,365,1269,-1144.65,0,Barley
2024-10-26,Wheat,Tamil Nadu,Chennai,10.11,43305.17,41.3,128.1,84.7,Kharif,0,0,99.14,424.1,677,365,2085,-2074.89,0,Cotton
2025-05-18,Potato,Karnataka,Hassan,49.02,17225.0,38.7,0.9,29.2,Summer,0,1,94.09,436.8,5000,60,1577,-1527.98,0,Cucumber
2025-05-05,Potato,Tamil Nadu,Chennai,12.35,29121.84,35.5,10.3,25.2,Summer,0,0,88.17,348.3,5000,60,1199,-1186.65,0,Cucumber
2025-03-06,Potato,Telangana,Karimnagar,243.15,6389.04,29.6,22.9,47.9,Summer,0,0,94.46,434.5,5000,60,1185,-941.85,0,Watermelon
2024-08-12,Rice,Andhra Pradesh,Guntur,52.55,13224.76,35.1,177.4,74.7,Kharif,0,0,103.45,471.4,2823,365,1054,-1001.45,0,Rice
2024-11-05,Cabbage,Maharashtra,Nagpur,260.94,5667.67,25.1,16.4,61.8,Rabi,0,0,103.71,437.7,5000,7,955,-694.06,0,Wheat
2025-01-11,Rice,Tamil Nadu,Madurai,94.59,11023.9,23.1,2.4,51.1,Rabi,0,0,103.1,391.2,1462,365,1231,-1136.41,0,Wheat
2025-05-25,Turmeric,Karnataka,Hassan,157.74,8946.75,34.5,8.4,47.5,Summer,0,1,89.56,340.7,2624,365,1422,-1264.26,0,Watermelon
2025-03-04,Maize,Tamil Nadu,Chennai,236.47,6661.5,27.1,0.4,52.3,Summer,0,0,108.09,453.4,2936,180,1168,-931.53,0,Watermelon
2025-04-03,Tomato,Tamil Nadu,Madurai,154.3,10848.24,43.8,1.3,41.0,Summer,0,0,91.13,340.0,5000,5,2021,-1866.7,1,Cucumber
2025-04-06,Wheat,Andhra Pradesh,Vijayawada,132.32,11924.42,34.5,11.2,35.3,Summer,0,1,104.04,442.8,1006,365,2075,-1942.68,0,Watermelon
2024-09-26,Cabbage,Maharashtra,Pune,206.38,7056.5,37.4,69.6,67.3,Kharif,0,0,105.36,428.9,5000,7,1175,-968.62,1,Maize
2025-06-27,Wheat,Maharashtra,Pune,81.15,14416.34,32.5,124.8,69.8,Summer,0,0,101.22,437.8,573,365,1879,-1797.85,0,Watermelon
2025-06-26,Onion,Tamil Nadu,Tiruppur,173.6,7802.88,34.0,45.7,90.6,Summer,0,0,95.61,368.5,5000,30,1187,-1013.4,0,Watermelon
2025-04-30,Maize,Karnataka,Bengaluru Rural,63.04,14140.24,37.9,6.2,45.3,Summer,0,0,101.33,407.5,2441,180,1419,-1355.96,0,Watermelon
2025-03-27,Turmeric,Tamil Nadu,Chennai,14.85,27500.14,28.3,5.6,47.0,Summer,0,0,88.61,375.6,4234,365,1251,-1236.15,0,Cucumber
2025-01-27,Chilli,Tamil Nadu,Madurai,270.52,6320.94,21.9,0.9,56.5,Rabi,0,0,98.09,389.3,2139,180,1220,-949.48,0,Chickpea
2024-11-12,Rice,Telangana,Karimnagar,109.63,10754.85,27.2,33.1,64.4,Rabi,0,0,94.34,436.7,1628,365,1353,-1243.37,0,Wheat
2024-12-28,Maize,Karnataka,Tumakuru,84.77,11099.57,26.6,21.7,56.7,Rabi,0,0,106.34,431.8,2874,180,1183,-1098.23,0,Chickpea
2025-06-25,Brinjal,Andhra Pradesh,Kurnool,35.47,17600.59,28.8,81.6,65.8,Summer,0,0,109.26,452.6,5000,5,1186,-1150.53,0,Cucumber
2024-07-16,Chilli,Karnataka,Mysuru,190.26,7860.6,34.8,92.3,94.8,Kharif,0,0,107.37,451.9,1954,180,1314,-1123.74,0,Rice
2024-07-30,Turmeric,Maharashtra,Pune,219.78,6698.4,33.5,27.1,74.0,Kharif,0,0,99.95,390.3,5000,365,1134,-914.22,0,Cotton
2025-05-03,Brinjal,Tamil Nadu,Salem,57.21,14587.26,34.5,15.9,33.3,Summer,0,0,107.3,480.5,5000,5,1335,-1277.79,0,Vegetables
2024-06-28,Potato,Maharashtra,Nagpur,83.32,10462.25,34.8,175.4,78.5,Summer,0,0,96.26,382.6,5000,60,1054,-970.68,0,Vegetables
2025-04-15,Maize,Tamil Nadu,Chennai,161.37,7749.44,39.9,17.3,54.4,Summer,0,0,96.97,433.9,2644,180,1101,-939.63,0,Watermelon
2024-09-13,Wheat,Maharashtra,Nashik,60.68,18185.9,30.8,39.7,89.2,Kharif,0,0,97.66,438.0,1201,365,2230,-2169.32,0,Cotton
2024-10-26,Maize,Tamil Nadu,Chennai,37.51,15697.45,28.3,105.8,82.5,Kharif,0,0,103.9,446.0,3860,180,1012,-974.49,0,Rice
2024-06-15,Cabbage,Telangana,Warangal,9.59,37856.9,39.3,70.2,63.4,Summer,0,0,109.06,402.5,5000,7,1510,-1500.41,1,Vegetables
2024-11-07,Brinjal,Andhra Pradesh,Nellore,231.0,7074.21,28.9,5.7,56.4,Rabi,0,0,104.92,446.5,5000,5,1195,-964.0,0,Chickpea
2024-12-26,Rice,Telangana,Hyderabad,39.25,16495.8,21.1,19.5,32.7,Rabi,0,0,96.97,396.0,1863,365,1165,-1125.75,0,Wheat
2025-01-23,Rice,Telangana,Khammam,21.2,22944.07,20.9,20.0,57.8,Rabi,0,0,103.56,387.0,1598,365,1221,-1199.8,0,Barley
2025-06-02,Wheat,Maharashtra,Nagpur,56.76,19049.45,31.3,70.6,87.1,Summer,0,0,108.44,436.0,1090,365,2280,-2223.24,0,Vegetables
2024-12-30,Maize,Tamil Nadu,Coimbatore,312.57,6193.8,31.7,24.1,42.5,Rabi,0,0,102.25,388.9,2093,180,1374,-1061.43,0,Mustard
2025-01-20,Brinjal,Telangana,Khammam,169.52,8159.2,27.0,25.0,32.5,Rabi,0,0,103.02,402.3,5000,5,1144,-974.48,0,Barley
2024-09-06,Cabbage,Maharashtra,Nashik,24.91,17516.28,30.0,159.6,65.9,Kharif,0,0,98.93,391.8,5000,7,876,-851.09,0,Rice
2024-07-06,Wheat,Tamil Nadu,Madurai,9.16,43985.96,38.5,77.2,55.0,Kharif,0,0,99.24,371.6,590,365,1946,-1936.84,0,Cotton
2025-02-15,Wheat,Andhra Pradesh,Krishna,102.31,9773.75,23.8,4.1,42.6,Rabi,0,0,93.95,424.7,4579,365,1108,-1005.69,0,Barley
2025-06-07,Wheat,Maharashtra,Solapur,46.55,21081.95,34.1,183.8,70.1,Summer,0,0,109.21,410.3,1495,365,2269,-2222.45,0,Vegetables
2025-05-04,Maize,Telangana,Khammam,160.65,8939.55,33.1,3.3,46.4,Summer,0,1,102.66,466.3,2481,180,1438,-1277.35,0,Vegetables
2025-03-03,Maize,Karnataka,Mysuru,137.36,8425.25,23.6,4.2,57.4,Summer,0,0,102.17,381.9,3106,180,1096,-958.64,0,Watermelon
2025-03-10,Brinjal,Tamil Nadu,Salem,166.23,10617.23,22.5,14.7,42.9,Summer,0,0,89.15,401.1,5000,5,2204,-2037.77,0,Vegetables
2024-11-12,Potato,Telangana,Nizamabad,83.82,10416.69,22.5,26.3,46.5,Rabi,0,0,107.36,415.2,5000,60,1029,-945.18,0,Chickpea
2024-12-14,Potato,Tamil Nadu,Chennai,82.9,11930.91,28.9,12.6,52.6,Rabi,0,0,96.69,422.6,5000,60,1277,-1194.1,0,Barley
2024-11-10,Maize,Tamil Nadu,Salem,12.52,33133.8,24.4,2.3,33.9,Rabi,0,1,99.35,391.8,2753,180,1522,-1509.48,0,Barley
2025-05-06,Onion,Tamil Nadu,Chennai,166.03,9506.94,38.9,8.1,40.9,Summer,0,0,101.09,374.7,5000,30,1630,-1463.97,0,Cucumber
2024-08-04,Brinjal,Maharashtra,Nagpur,91.68,11547.21,37.5,76.1,86.0,Kharif,0,1,105.0,434.4,5000,5,1363,-1271.32,1,Maize
2024-07-22,Maize,Andhra Pradesh,Nellore,245.61,6172.09,32.9,86.9,55.1,Kharif,0,0,94.6,409.3,4261,180,1068,-822.39,0,Cotton
2025-01-20,Tomato,Telangana,Khammam,147.8,8964.22,29.4,18.3,43.9,Rabi,0,0,94.66,357.2,5000,5,1334,-1186.2,0,Chickpea
2025-05-02,Onion,Andhra Pradesh,Kurnool,104.34,8789.39,33.7,19.2,53.3,Summer,0,0,105.27,477.7,5000,30,887,-782.66,0,Watermelon
2024-10-14,Chilli,Maharashtra,Aurangabad,211.87,7444.42,30.7,45.3,79.9,Kharif,0,0,105.19,440.2,2126,180,1256,-1044.13,0,Cotton
2025-04-29,Rice,Karnataka,Hassan,173.93,9477.31,36.1,6.9,52.5,Summer,0,0,94.39,392.7,1170,365,1828,-1654.07,0,Watermelon
2024-12-12,Chilli,Tamil Nadu,Tiruppur,76.36,12519.09,21.8,0.3,52.1,Rabi,0,0,97.85,374.6,2117,180,1357,-1280.64,0,Mustard
2024-06-19,Cabbage,Andhra Pradesh,Guntur,106.14,10495.81,29.1,69.4,87.3,Summer,0,0,98.11,412.6,5000,7,1277,-1170.86,1,Vegetables
2025-04-20,Wheat,Telangana,Hyderabad,42.41,21070.83,33.6,16.9,54.4,Summer,0,1,105.45,465.9,1300,365,2103,-2060.59,0,Vegetables
2025-01-09,Rice,Andhra Pradesh,Kurnool,283.74,6850.1,20.9,24.9,64.3,Rabi,0,0,92.18,414.0,2106,365,1431,-1147.26,0,Barley
2024-08-25,Wheat,Andhra Pradesh,Vijayawada,20.67,29962.91,38.6,49.1,74.1,Kharif,0,1,103.8,405.6,1253,365,2058,-2037.33,0,Rice
2024-11-14,Tomato,Karnataka,Mysuru,72.46,12171.74,26.0,0.5,30.3,Rabi,0,0,95.85,438.8,5000,5,1190,-1117.54,0,Chickpea
2024-12-09,Turmeric,Telangana,Warangal,180.38,7750.88,23.9,33.9,55.5,Rabi,0,0,90.1,373.9,3831,365,1218,-1037.62,0,Chickpea
2025-02-27,Turmeric,Maharashtra,Nashik,134.15,9286.26,24.8,36.8,64.8,Rabi,0,0,88.99,400.0,4689,365,1287,-1152.85,0,Mustard
2024-08-27,Onion,Andhra Pradesh,Nellore,99.7,9693.05,40.9,191.2,78.1,Kharif,0,0,95.86,426.4,5000,30,1055,-955.3,0,Groundnut
2024-12-13,Cabbage,Telangana,Khammam,15.0,25019.32,22.3,36.7,33.6,Rabi,0,0,99.13,386.8,5000,7,1070,-1055.0,0,Chickpea
2025-03-26,Onion,Telangana,Khammam,130.98,9454.26,31.4,23.3,45.3,Summer,0,0,100.76,419.2,5000,30,1281,-1150.02,0,Vegetables
2025-04-23,Wheat,Tamil Nadu,Madurai,31.15,21205.04,42.4,9.5,39.9,Summer,0,0,92.5,397.0,1466,365,1615,-1583.85,0,Cucumber
2025-05-08,Tomato,Tamil Nadu,Madurai,201.25,6969.69,35.5,1.4,27.1,Summer,0,0,108.7,446.1,5000,5,1166,-964.75,1,Vegetables
2025-05-13,Brinjal,Telangana,Hyderabad,103.35,11376.45,42.3,13.1,29.5,Summer,0,0,107.27,444.0,5000,5,1552,-1448.65,1,Watermelon
2025-01-13,Chilli,Maharashtra,Nagpur,94.66,11171.06,21.5,30.6,30.0,Rabi,0,0,97.16,407.1,1795,180,1352,-1257.34,0,Barley
2025-04-24,Turmeric,Karnataka,Tumakuru,167.87,9887.09,41.9,17.0,37.7,Summer,0,0,94.66,380.6,2491,365,1879,-1711.13,0,Cucumber
2024-11-02,Potato,Tamil Nadu,Salem,182.0,7783.59,24.5,36.1,58.2,Rabi,1,0,109.67,471.7,5000,60,1256,-1074.0,0,Wheat
2024-07-25,Potato,Tamil Nadu,Tiruppur,15.94,29593.13,37.9,50.1,86.2,Kharif,0,0,100.84,458.6,5000,60,1533,-1517.06,0,Maize
2024-12-01,Cabbage,Karnataka,Mysuru,473.56,5864.95,23.6,28.6,56.6,Rabi,0,1,90.26,382.2,5000,7,1760,-1286.44,0,Chickpea
2024-06-12,Turmeric,Karnataka,Bengaluru Urban,217.73,6515.42,38.0,103.1,91.8,Summer,0,0,103.28,447.1,5000,365,1008,-790.27,0,Watermelon
2025-03-17,Tomato,Maharashtra,Aurangabad,119.57,8945.1,22.3,13.8,41.7,Summer,0,0,109.53,480.4,5000,5,1041,-921.43,0,Vegetables
2024-10-25,Potato,Maharashtra,Nagpur,8.7,35193.41,33.3,49.3,86.4,Kharif,0,0,104.16,419.2,5000,60,1191,-1182.3,0,Rice
2024-09-21,Potato,Maharashtra,Nagpur,181.64,7243.36,37.9,167.1,76.9,Kharif,0,0,109.27,407.1,5000,60,1072,-890.36,0,Cotton
2025-05-14,Onion,Andhra Pradesh,Visakhapatnam,112.77,10588.97,39.6,7.9,29.0,Summer,0,0,107.04,408.8,5000,30,1365,-1252.23,0,Watermelon
2025-04-27,Tomato,Karnataka,Tumakuru,71.88,13007.91,41.1,15.9,32.5,Summer,0,1,101.75,427.6,5000,5,1352,-1280.12,1,Vegetables
2024-06-18,Cabbage,Karnataka,Bengaluru Rural,245.66,7998.71,36.7,80.1,84.3,Summer,0,0,96.9,365.3,5000,7,1700,-1454.34,1,Cucumber
2024-07-17,Wheat,Karnataka,Tumakuru,74.69,14345.97,37.6,79.8,57.3,Kharif,0,0,96.23,441.8,1244,365,1761,-1686.31,0,Cotton
2024-08-29,Potato,Telangana,Nizamabad,267.73,7945.45,38.5,38.2,66.1,Kharif,0,0,94.08,388.2,5000,60,1908,-1640.27,0,Cotton
2024-12-05,Brinjal,Maharashtra,Nagpur,107.22,9927.93,22.2,38.8,34.0,Rabi,0,0,96.88,425.5,5000,5,1219,-1111.78,0,Mustard
2024-08-24,Wheat,Tamil Nadu,Madurai,113.38,13893.51,30.9,106.9,65.7,Kharif,0,0,94.32,409.2,683,365,2391,-2277.62,0,Rice
2025-06-18,Chilli,Andhra Pradesh,Kurnool,64.59,12205.02,29.1,191.3,66.9,Summer,0,0,90.03,389.0,2450,180,1084,-1019.41,0,Vegetables
2024-07-09,Onion,Telangana,Khammam,304.78,7115.5,37.9,129.8,67.5,Kharif,0,0,93.96,402.7,5000,30,1696,-1391.22,0,Groundnut
2025-03-13,Chilli,Andhra Pradesh,Kurnool,79.66,11852.0,22.4,23.5,54.5,Summer,0,0,102.96,417.1,1949,180,1240,-1160.34,0,Cucumber
2024-06-08,Wheat,Maharashtra,Pune,13.67,37614.37,33.6,171.2,62.5,Summer,0,0,102.79,467.7,893,365,2139,-2125.33,0,Watermelon
2025-01-19,Chilli,Karnataka,Hassan,5.37,46834.46,21.1,29.9,62.0,Rabi,0,1,97.55,384.7,1902,180,1316,-1310.63,0,Mustard
2024-12-13,Chilli,Andhra Pradesh,Visakhapatnam,184.7,6970.87,27.7,9.7,55.0,Rabi,0,0,90.01,353.0,1843,180,998,-813.3,0,Wheat
2024-09-28,Maize,Andhra Pradesh,Nellore,24.31,19999.88,31.8,64.6,57.5,Kharif,0,0,98.1,429.3,4549,180,1085,-1060.69,0,Cotton
2025-03-15,Chilli,Maharashtra,Nashik,222.69,6961.39,31.2,21.8,37.0,Summer,0,0,101.57,442.4,1847,180,1148,-925.31,0,Vegetables
2025-04-28,Rice,Tamil Nadu,Madurai,131.04,10170.36,37.5,18.4,42.5,Summer,0,0,99.84,393.6,1183,365,1455,-1323.96,0,Watermelon
2025-04-29,Turmeric,Andhra Pradesh,Guntur,117.93,9977.15,40.6,5.0,46.2,Summer,0,0,97.41,400.8,2453,365,1278,-1160.07,0,Cucumber
2024-06-24,Tomato,Karnataka,Tumakuru,27.79,17914.77,34.2,23.9,67.0,Summer,0,0,99.06,371.8,5000,5,1013,-985.21,0,Watermelon
2024-07-30,Rice,Telangana,Nizamabad,50.2,13933.58,37.2,66.8,61.4,Kharif,0,0,91.53,346.7,3198,365,1092,-1041.8,0,Rice
2024-08-09,Turmeric,Tamil Nadu,Madurai,136.91,8113.56,39.4,143.3,59.4,Kharif,0,0,94.36,378.1,4653,365,1016,-879.09,0,Rice
2025-05-10,Brinjal,Tamil Nadu,Tiruppur,118.63,10570.27,42.9,15.8,34.2,Summer,0,0,108.1,484.1,5000,5,1497,-1378.37,1,Vegetables
